Genes	0	4	8	12	16	20	24	28	32	36	40	44
COBLL1	2.20671	2.48425	2.18175	2.04895	2.22117	2.15988	2.35531	1.95912	2.48743	2.50861	2.68393	2.50143
COCH	4.66133	4.87742	4.18114	4.24139	4.16223	4.15878	5.31956	4.26336	5.02658	4.72199	5.25312	5.06178
COG1	10.2925	11.4918	11.0416	10.7432	12.3776	12.2124	13.4238	13.1915	11.5962	11.3078	13.4493	12.0052
COG2	6.08422	6.55181	6.44567	6.56929	7.02587	6.83833	6.799	7.35744	7.57712	7.24922	6.73219	5.7985
COG3	7.21308	7.55954	7.03251	7.98787	7.51137	7.47418	7.57177	7.3218	7.33542	8.06455	7.80699	7.45276
COG4	16.0208	15.3239	15.2316	16.0045	17.9322	15.4123	16.1159	18.3487	14.641	14.2781	18.849	14.6791
COG5	6.12496	7.30789	5.86082	6.01282	6.37731	6.3916	5.64166	5.32627	5.86147	6.86504	7.70052	7.07672
COG6	11.5259	10.9313	10.8346	11.7192	13.2575	11.0306	12.2948	11.699	11.8163	11.0885	13.5378	11.7176
COG7	16.7217	18.4439	18.0921	17.4726	17.4702	16.3354	16.6213	21.1887	18.3282	17.2018	19.3957	17.5559
COG8	9.40311	8.29172	8.23804	8.30532	7.70426	7.45405	8.26599	10.1982	8.27532	7.68784	8.26085	8.1851
COIL	6.83605	6.93285	7.75697	7.72525	7.1517	6.98286	7.42741	8.37534	7.66054	7.72421	8.65015	7.43199
COL10A1	0.0235084	0.0698175	0.0153041	0.0707939	0.0506012	0	0.0756958	0.0262035	0.0556953	0.0229697	0.0681561	0.0277263
COL11A1	0.899944	1.63825	2.84505	1.81324	3.03705	4.41303	4.69897	2.43923	2.44401	4.1657	2.35104	3.01014
COL11A2	1.68316	2.80664	3.97865	3.56933	3.35962	4.14824	5.37327	3.23241	4.32585	4.78153	2.76873	3.8193
COL12A1	0.377523	0.378849	0.440446	0.356772	0.410581	0.361981	0.547661	0.423018	0.600984	0.602814	0.326917	0.523062
COL13A1	0.115987	0.282145	0.17563	0.3657	0.333586	0.199788	0.389559	0.40632	0.307505	0.443442	0.285189	0.267985
COL14A1	0.260324	0.153538	0.114573	0.157342	0.145441	0.107525	0.172368	0.126693	0.0984485	0.126284	0.140849	0.163462
COL15A1	0.89543	1.44801	1.84498	1.46371	1.4125	2.10474	2.56896	2.67486	2.1992	2.5427	1.60306	2.01502
COL16A1	3.02178	4.2873	6.59906	5.33067	5.01761	6.65647	8.29406	7.38454	7.02532	7.74033	4.7388	6.37624
COL17A1	0.0219159	0.0507732	0.0727704	0.0242358	0.0283047	0.0389538	0.0366974	0.0586334	0.15609	0.0546083	0.0508344	0.027917
COL18A1	4.46985	2.45067	2.74476	2.25044	2.26939	2.14322	3.18547	3.29126	2.94715	2.88518	2.60164	2.33116
COL19A1	0.22355	0.42596	0.527375	0.284946	0.434904	0.830055	0.515989	0.404606	0.400279	0.729892	0.429941	0.526275
COL1A1	1.10604	1.30788	0.851108	2.28798	1.58454	0.919494	2.48477	1.56804	1.19548	2.41289	1.14154	0.862044
COL1A2	2.73581	2.48709	2.2776	6.30207	3.63163	2.33646	5.05555	3.22517	3.41289	6.54119	3.4886	3.08447
COL20A1	0.17823	0.107572	0.207729	0.198026	0.153808	0.199262	0.433195	0.397325	0.299666	0.265432	0.187522	0.276661
COL22A1	0.139136	0.151513	0.226445	0.207316	0.185396	0.185469	0.214048	0.254169	0.158713	0.260565	0.221301	0.224269
COL23A1	1.11116	0.758383	1.22018	1.79462	3.21821	1.58738	4.48786	1.17311	1.04307	1.56401	1.2886	1.55779
COL24A1	0.0858448	0.258872	0.283726	0.22558	0.365496	0.710063	0.435886	0.283378	0.482376	0.590368	0.349393	0.334115
COL25A1	15.1977	21.1502	18.9415	11.2385	15.8766	15.2782	14.2014	12.0388	19.33	19.6876	19.6461	19.9132
COL26A1	0.788809	0.923451	1.35247	1.13938	0.837663	1.22266	1.73069	1.86072	1.99196	1.67365	1.10358	1.36954
COL27A1	0.791719	0.782249	0.815237	0.69578	0.937806	1.19088	1.44427	0.837844	1.13856	0.914294	0.687717	1.08346
COL28A1	0.091051	0.0811235	0.116697	0.138168	0.120741	0.101143	0.183237	0.0951462	0.116845	0.233531	0.144362	0.18927
COL2A1	0.353755	0.574322	0.816712	0.500959	0.634828	0.805362	1.16417	0.92382	0.853542	1.01255	0.607708	0.932892
COL3A1	0.653644	0.471991	0.413011	1.59209	0.697564	0.235387	1.1115	0.752389	0.647776	1.28359	0.746257	0.311392
COL4A1	3.36737	4.65463	4.74235	4.00031	4.44047	5.33442	7.02535	5.50075	4.58535	5.59211	4.72607	5.52141
COL4A2	4.89008	7.59918	8.67731	6.9704	7.73225	10.6893	12.5658	9.29775	8.88301	10.7559	7.6541	10.4726
COL4A3	0.0217833	0.116449	0.0611557	0.13376	0.0904266	0.125828	0.145542	0.0698065	0.0688107	0.13369	0.0690751	0.0867092
COL4A3BP	19.9776	22.8399	21.2579	20.8115	23.4482	22.6988	18.9454	16.0627	22.6557	24.1621	26.4603	23.4076
COL4A4	0.0421407	0.056319	0.0823016	0.0764821	0.108293	0.0668736	0.116306	0.0738128	0.0903297	0.125731	0.0741777	0.0830727
COL4A5	0.670173	0.850622	0.908591	1.09697	0.944098	0.866966	1.2439	0.575902	0.848574	1.24254	0.854803	0.927465
COL4A6	0.152762	0.205741	0.111013	0.30691	0.298228	0.170483	0.334023	0.241552	0.202	0.296786	0.288393	0.208662
COL5A1	0.220547	0.256196	0.302603	0.461865	0.404328	0.396949	0.945665	0.38586	0.53133	0.638294	0.285308	0.509698
COL5A2	0.817738	0.626768	0.537002	0.858938	0.764236	0.786994	1.08772	0.620924	0.611944	1.02579	0.745404	1.01078
COL5A3	1.77109	1.1202	1.23915	0.729696	0.621208	1.19687	1.96528	1.37539	1.0759	1.42339	0.507836	1.59488
COL6A1	1.60373	1.28274	1.2398	2.88125	5.45257	3.30385	5.75073	4.17103	1.29049	2.54634	1.84486	1.49168
COL6A2	1.63835	1.38442	1.6697	2.37512	1.87121	1.41551	3.1485	2.73927	1.61217	3.04916	1.63044	1.49984
COL6A3	0.241355	0.381862	0.359889	0.322429	0.460946	0.366754	0.50656	0.312491	0.49005	0.535226	0.270873	0.542384
COL6A4	0.142369	0.208591	0.676585	0.25724	0.396918	0.458279	0.380997	0.645339	0.312309	0.338491	0.316447	0.203734
COL6A5	1.77805	1.01688	1.5409	0.547098	0.487541	0.935981	1.37437	1.0744	0.722451	1.62111	0.881047	1.37845
COL6A6	0.0713891	0.0872725	0.11997	0.076869	0.0796393	0.069343	0.110063	0.088826	0.0957106	0.111929	0.105893	0.108086
COL7A1	0.15521	0.360453	0.524262	0.436754	0.483523	0.737137	1.02575	0.564388	0.640993	0.723459	0.394661	0.675213
COL8A1	0.816936	0.944143	0.656431	0.811847	0.865579	0.713542	0.670398	0.645218	0.995376	0.988645	1.05566	0.865508
COL8A2	3.48612	2.00308	2.1954	2.08752	1.47481	1.15929	2.49526	2.01713	1.88506	2.46517	2.02382	2.58873
COL9A1	0.118887	0.127109	0.170143	0.165516	0.0804256	0.218234	0.311351	0.22086	0.350418	0.307776	0.166539	0.140217
COL9A2	5.13453	6.70527	7.65746	10.1802	5.41913	6.55968	10.588	9.09268	7.97429	10.1043	7.4823	8.18007
COL9A3	3.74157	4.27725	5.34913	5.82327	4.79694	5.70886	9.44245	6.77345	6.23181	6.15171	3.92629	5.82378
COLEC10	0.0992996	0.0419081	0.0102071	0.00885297	0.0289272	0	0.0471194	0.0116509	0.00825463	0.0191495	0.0113641	0.0036984
COLEC11	0.703078	0.382812	0.190712	0.606509	0.216194	0.138846	0.452774	0.435378	0.262194	0.64403	0.382196	0.359331
COLEC12	3.33979	4.4097	4.40469	7.76422	5.85323	4.73156	5.61903	4.21575	4.95517	7.09492	5.03812	4.66048
COLGALT1	9.71162	9.50361	12.0405	12.4414	13.4347	11.2449	13.9219	14.2416	12.2371	13.3024	12.5765	11.167
COLGALT2	0.773279	0.953954	0.981649	0.947143	0.916368	0.771768	0.972982	0.90834	0.986474	0.749746	0.810535	0.854494
COLQ	0.0348702	0.0932047	0.0425639	0.137824	0.112586	0.108459	0.044912	0.106886	0.330453	0.127767	0.195874	0.030845
COMMD1	35.5587	29.5628	31.1847	34.9766	30.6087	22.1401	30.2651	35.1331	28.6776	24.4258	27.1958	26.7392
COMMD10	9.7325	9.32665	9.27004	10.2954	9.79861	8.52739	9.46201	11.3821	10.1309	7.55826	8.96337	8.54548
COMMD2	3.78466	3.60175	3.18404	4.11897	3.82125	3.14156	3.02115	3.69934	3.48806	3.29156	3.50278	3.43755
COMMD3	41.3377	37.8054	40.5336	41.9135	37.2188	34.9125	39.0177	47.4868	40.1518	34.5774	36.1325	34.1403
COMMD4	34.3128	31.3376	34.1638	34.4646	30.998	25.4439	35.5768	43.9543	32.5289	27.747	26.6311	28.8046
COMMD5	14.6082	16.6971	15.8564	16.9733	14.2812	13.525	13.8114	17.4182	18.1779	15.3539	15.861	15.671
COMMD6	39.2966	29.4435	31.6588	34.6507	33.5868	31.1898	32.8501	31.8963	31.242	26.2317	27.2224	30.037
COMMD7	8.7381	7.82691	8.43014	8.82638	8.45406	7.41583	9.88332	10.2993	7.59713	7.92763	9.11843	8.02962
COMMD8	13.0851	11.9153	12.6954	12.8593	12.2979	10.4099	11.825	13.9818	11.9606	11.5366	11.6603	12.4765
COMMD9	24.7471	21.4141	21.0813	23.2665	20.9448	19.1006	22.3453	27.9018	23.632	19.3707	22.2575	18.672
COMP	0.0413128	0.0460105	0.0705992	0.163289	0.0285829	0.0642487	0.0332562	0.092098	0.0570948	0.11353	0.0973171	0.0219263
COMT	37.1387	31.9712	27.7428	30.0859	28.4046	24.7893	30.8478	33.9724	30.9036	26.1823	27.6566	24.6906
COMTD1	6.50283	6.61719	7.36256	7.27991	6.17552	5.38827	5.94413	9.81098	6.20344	5.73163	7.31089	6.42808
COPA	45.5748	51.9654	47.6332	44.4022	48.699	50.272	43.8044	50.0782	49.719	49.6034	60.7114	51.146
COPB1	18.9676	20.1297	20.2058	19.7596	19.6726	18.5454	19.7175	21.6184	19.5531	20.8117	23.3402	21.1766
COPB2	33.891	36.6509	32.1721	34.013	32.1135	30.5917	30.8656	38.1004	33.5321	34.8269	41.5592	33.5226
COPE	68.7281	68.954	69.5348	77.7237	67.4613	58.2295	67.332	85.6124	74.2967	60.6337	65.7058	58.6702
COPG1	85.5947	98.2303	89.421	93.2999	89.6514	91.8469	82.4082	107.816	91.3291	91.9468	114.535	89.3021
COPG2	24.4461	28.0252	26.0084	23.7579	24.2647	24.358	22.9739	28.2604	24.7503	26.5787	29.1071	24.5858
COPRS	62.152	60.8335	55.5807	63.3131	53.4001	52.4418	53.2837	76.8402	56.2476	50.2054	58.0314	51.6645
COPS2	33.8364	37.9649	38.3835	35.4149	34.8164	33.2366	31.1965	39.2521	38.1046	36.373	40.471	34.9379
COPS3	43.5925	47.0257	45.5867	47.3782	41.7404	39.0771	39.4176	51.3762	45.5366	43.5052	50.4973	41.904
COPS4	43.2892	45.7176	41.36	44.4143	39.4413	39.2079	40.045	54.8806	42.5368	36.6568	45.1886	40.1418
COPS5	37.6008	37.9474	40.9442	41.4956	36.3409	33.5917	32.6905	46.9636	41.9885	38.4144	38.2975	35.3235
COPS6	89.723	86.5019	90.806	98.4092	82.4096	77.4989	80.4586	112.669	88.6316	77.798	85.0299	75.6224
COPS7A	52.8376	51.6706	48.8693	49.5634	50.487	47.5836	47.9106	61.7058	55.0075	45.7102	53.3649	43.3645
COPS7B	5.88946	5.81242	5.29766	6.09451	6.01805	5.88802	6.76859	7.46096	6.14473	5.76003	6.18142	5.36991
COPS8	45.946	47.2823	44.1273	47.4844	46.9762	41.3168	45.0647	53.495	46.8919	41.7045	50.1204	41.0167
COPZ1	53.8478	50.7831	48.3996	50.307	45.4606	42.7583	52.9035	61.0567	47.4003	42.7612	47.9445	41.6497
COPZ2	5.67849	4.40562	5.14012	7.4574	5.23834	3.26026	5.99893	5.29828	4.43404	4.25478	3.1909	3.97325
COQ10A	9.04698	9.41879	9.35013	9.95221	8.06999	8.19031	9.34879	12.583	9.49726	9.55032	9.17154	8.30583
COQ10B	9.86121	11.2791	11.3637	13.3522	11.7891	9.32961	11.284	12.9747	15.1342	12.2571	13.147	9.59617
COQ2	31.0703	30.4672	30.4297	31.6009	27.8041	24.8203	30.6319	36.2976	30.0269	26.7459	26.0227	27.4351
COQ3	8.83799	8.39197	8.75128	8.44803	7.88059	7.80329	7.7155	10.4669	8.67178	8.45167	9.36023	8.13454
COQ4	6.81515	6.89852	5.64862	6.2632	5.63325	5.35805	7.05207	8.08469	6.23668	5.45683	5.91077	5.62503
COQ5	17.6906	15.8529	15.3653	16.2897	16.4255	15.6189	17.9614	18.9208	16.4842	15.9332	18.2235	15.7299
COQ6	9.36132	10.8326	10.8444	12.1323	10.9123	10.1467	11.3367	13.3686	10.8749	11.755	11.7696	11.0603
COQ7	27.1422	31.0922	31.0864	30.8904	26.2707	25.1918	24.8218	36.2464	33.0632	26.5997	30.2058	25.2714
COQ9	30.8976	26.896	27.4577	28.5712	26.2236	26.7855	28.6086	34.1644	27.8515	24.2716	27.0729	24.3452
CORIN	0.0934108	0.24104	0.218607	0.17237	0.220594	0.11364	0.193123	0.19849	0.196882	0.190234	0.184468	0.169221
CORO1A	26.6249	23.9581	23.5204	26.2028	24.427	19.9384	23.9909	30.9279	26.6836	20.2974	26.5602	21.0059
CORO1B	23.106	21.6479	21.756	28.3561	24.1071	21.2808	25.0316	29.6127	27.0224	22.3746	23.0238	19.9009
CORO1C	26.6317	33.9521	30.8264	27.9763	26.8965	28.3497	26.71	37.3372	33.1632	30.2329	34.272	28.1158
CORO2A	8.30325	9.00261	8.33587	8.22073	7.55331	7.79901	6.84764	8.79051	12.333	8.76784	10.0183	8.29509
CORO2B	23.0001	22.7047	20.9025	20.1072	23.899	19.9073	24.1461	23.6117	25.5609	19.414	22.8794	21.4665
CORO6	3.8675	7.87815	9.46818	7.50058	10.7035	17.8195	11.6403	10.3602	12.202	11.9273	10.4428	7.72003
CORO7	9.21324	10.1552	9.82153	10.2625	9.99289	9.07453	11.5069	12.2689	11.3438	11.0685	11.6356	9.82411
CORT	0.320122	0.285218	0	0.316321	0.738272	0.213362	0.670003	0.446027	0.126404	0	0.174019	0.113268
COTL1	63.349	56.2278	57.4322	63.4405	57.5369	51.3689	63.3664	68.0928	49.6357	55.3834	54.7085	55.4438
COX10	5.01382	5.6253	4.37677	5.45709	5.35712	4.8832	5.37597	5.42867	5.9926	4.73191	6.42993	4.52166
COX11	8.60163	9.73399	9.56678	8.96309	8.99632	7.49511	8.28744	9.57528	9.75705	9.05394	9.95091	8.90119
COX14	64.7825	56.6421	59.3697	64.4366	64.1388	51.5228	56.1925	73.6065	59.5748	52.1649	52.4062	50.1522
COX15	5.28995	5.85483	5.45781	5.61071	6.13554	5.67579	5.32994	5.62965	5.8313	5.44031	6.62038	5.44405
COX16	22.2735	19.304	20.5094	22.0691	18.7392	18.4455	19.4565	20.864	19.2288	17.5229	15.9131	18.5517
COX17	178.259	157.366	215.294	187.339	168.685	157.052	171.077	190.378	153.529	144.488	132.908	134.536
COX18	5.64676	6.40112	5.86977	6.43116	6.68561	5.5102	6.07718	7.40666	6.08742	5.99764	6.5672	4.80429
COX19	23.2516	19.6769	22.8275	25.246	23.5251	20.7741	23.3999	25.6385	23.6603	20.1537	20.6886	22.1746
COX20	54.131	41.4008	50.7754	53.5155	47.6979	36.9837	59.5989	67.1488	44.0507	37.6062	40.1484	39.1297
COX4I1	898.036	754.235	849.987	1031.71	788.6	727.808	795.004	971.528	864.652	656.083	670.661	649.594
COX4I2	1.42151	1.78105	1.90866	2.15711	2.74559	0.986919	1.37316	2.47574	1.61373	1.49744	1.35229	1.32029
COX5A	238.413	217.217	214.288	241.112	209.732	198.697	200.222	298.206	213.537	195.529	202.167	188.985
COX5B	482.609	444.266	481.35	533.783	449.813	441.697	432.322	562.014	464.904	398.897	389.334	386.471
COX6A1	485.168	382.849	410.416	479.98	447.365	395.104	417.218	508.127	488.492	317.24	358.938	312.403
COX6A2	2.20095	2.18899	1.79937	3.72824	7.64921	2.50175	2.40626	2.90969	14.471	1.50035	1.92915	2.13704
COX6B1	626.26	534.592	611.701	672.337	578.726	536.06	534.703	710.68	569.771	475.99	495.644	433.058
COX6B2	7.22997	7.30043	8.39506	11	7.95911	6.28109	8.44935	8.72602	6.9642	7.81334	5.90666	5.23994
COX6C	668.008	557.612	674.667	743.269	633.788	570.573	549.425	714.869	598.164	543.82	469.41	530.492
COX7A1	10.3836	7.26903	12.6022	10.1347	10.8103	6.32752	7.83327	14.0542	9.13734	9.34851	8.60127	6.29829
COX7A2	231.131	176.598	236.789	235.679	208.504	187.845	195.353	224.79	199.395	161.674	162.018	165.98
COX7A2L	174.937	162.878	179.873	203.294	166.652	150.034	166.251	193.646	161.293	147.107	142.198	148.361
COX7B	160.282	133.12	186.382	187.044	159.946	145.89	132.53	161.757	153.684	124.467	115.585	133.22
COX7B2	0.276559	0.431209	0.337578	0.585589	0.255123	0.368655	0.222626	0.770661	0.273006	0.303999	0.551241	0.440342
COX7C	408.308	338.328	421.12	446.397	377.744	349.574	336.445	416.516	375.163	309.336	278.288	308.331
COX8A	733.63	609.004	632.309	736.395	615.587	591.921	626.112	814.364	636.567	533.735	514.803	518.863
COX8B	0.756116	0.404205	0.295342	0.768484	0.697508	0.537551	0.292158	0.505679	0.716544	0.664909	0.657644	0
COX8C	0	0	0	0	0	0	0	0	0	0	0	0
CP	6.79023	3.99161	2.78245	5.3318	3.26178	1.93995	3.87736	2.52468	2.96089	5.62554	3.62899	3.4095
CPA1	0	0	0	0	0	0	0	0	0	0	0	0
CPA2	2.42466	2.58137	3.53149	3.31825	2.29359	2.77558	1.79964	2.97747	2.92089	2.66523	2.29356	2.44286
CPA3	0.0184281	0.0492564	0.0179952	0.0936474	0.0169997	0.0163765	0.0830722	0.0205407	0.029106	0	0.0267135	0.0130407
CPA4	0.581267	0.561966	0.857458	0.50977	0.410716	0.692404	0.51769	0.758186	0.419972	0.634408	0.93225	0.91894
CPA5	0.130597	0.0814504	0.204047	0.0884887	0.060237	0.150875	0.117744	0.101898	0.165016	0.114844	0.0946573	0.0554503
CPA6	0.0794022	0.127101	0.139304	0.120977	0.0732475	0.105843	0.0367466	0.0636025	0.0731569	0.041815	0.134285	0.0706647
CPB1	0.0178386	0.0794679	0.0174195	0.110797	0.131647	0.0158526	0.172317	0.0795344	0.1127	0.143795	0.155154	0.0883645
CPB2	5.75802	1.25835	0	0.0613439	0.0501104	0.0321823	0.151589	0	0.0571978	0.358263	0.026248	0.0128134
CPD	9.56511	10.0922	9.44032	7.67963	9.19411	9.09116	9.36161	6.82176	9.6159	10.6416	9.9692	10.7323
CPE	1007	806.71	938.67	1076.11	966.581	894.802	915.123	971.823	1042.37	747.52	770.677	838.208
CPEB1	9.90018	10.671	13.4997	11.9753	11.4021	11.7593	12.1301	13.5461	13.472	14.3926	12.5271	12.7783
CPEB2	13.3958	14.9235	16.146	12.55	14.0352	15.4682	12.959	8.58248	14.8878	17.6928	15.6924	16.0409
CPEB3	12.6684	17.1198	14.4126	11.7079	14.8948	17.4552	11.2858	8.39178	15.0209	17.8561	19.7119	17.5248
CPEB4	12.6902	14.7452	15.1165	11.4768	13.8223	15.0505	11.8315	7.79366	15.448	16.3364	15.8446	16.255
CPED1	0.761188	0.678194	0.68613	1.43267	0.855228	0.646093	1.06838	0.397032	0.743701	1.32301	0.852326	0.635339
CPHX1	0.0322656	0.000137463	0.00260674	0.0120112	0.00246254	0	0.0136991	0.00892644	0.00210812	0.00195621	0.00193483	0.0109457
CPHX2	0.00473435	0.0092312	0.00254305	0.00290524	0.00240236	0	0.00331349	0.00870831	0.00205661	0.0019084	0.00188755	0.00400305
CPLX1	135.181	161.406	149.013	182.909	161.437	202.115	152.713	191.679	189.123	140.769	192.779	115.398
CPLX2	95.2241	102.002	99.8131	127.193	121.857	127.732	132.213	98.9398	74.4529	88.9227	103.113	85.1138
CPLX3	0.414648	0.523371	0.57362	0.492645	0.175316	0.40687	0.328223	0.519957	1.18703	0.424137	0.532204	0.293427
CPLX4	0.148109	0.0131961	0.014463	0.0669031	0.0273258	0.0921343	0.133533	0	0	0.0108536	0.0536752	0.031443
CPM	1.05996	1.88878	1.77439	2.01831	1.6212	1.81459	1.52182	1.59064	2.46048	2.44122	1.73275	1.6885
CPN1	4.09857	1.30325	0.565695	0.515181	0.34736	0.283145	0.774108	0.710286	0.548985	0.541263	0.293917	0.573923
CPN2	2.18709	0.405576	0.0153281	0.0088631	0.00965342	0.0185991	0.14489	0.00583211	0.0206602	0.16104	0.0113771	0.0333237
CPNE1	11.2752	13.6985	13.9025	12.9964	12.8955	12.8695	12.4641	12.4169	12.7136	15.2399	14.6835	13.7861
CPNE2	19.2454	21.6214	20.1501	16.9889	15.7047	17.5695	19.4961	22.7932	18.0411	17.8315	19.9205	18.4426
CPNE3	5.41112	4.76865	4.95119	4.85862	5.30222	4.82366	4.95066	3.53633	4.21346	5.26656	4.27578	5.23759
CPNE4	5.21482	5.04279	4.8004	4.91377	7.03513	6.01568	4.79999	5.66456	10.3717	4.24014	7.14537	5.33563
CPNE5	8.17398	8.40091	8.31522	8.53457	10.5464	9.02494	10.2372	12.0008	7.33758	7.92615	9.5431	7.19828
CPNE6	36.5439	37.1102	40.5458	36.8095	39.4986	32.4706	36.4163	47.6328	41.8989	34.035	43.6097	35.5557
CPNE7	15.0881	15.4032	19.3869	15.555	21.8541	14.4554	18.5467	22.4547	45.9157	18.056	18.4708	19.3545
CPNE8	14.1032	16.6199	16.0302	13.3958	14.6274	14.4546	18.6432	19.3691	12.845	14.144	14.8887	19.6264
CPNE9	1.7192	2.80159	2.18333	2.45449	4.16617	2.66771	2.16839	3.52478	15.3285	2.84608	4.10626	2.29451
CPOX	9.74798	11.3448	11.2094	11.0951	10.5964	9.67807	9.12901	9.33901	13.1908	11.6313	10.6009	10.0832
CPPED1	11.9603	11.396	11.2147	12.2739	11.3	10.6205	11.3011	10.9397	11.4714	10.1593	10.1227	10.1604
CPQ	11.7961	9.96235	13.0308	14.5088	11.725	9.88178	11.5849	9.42996	9.70947	11.1946	9.07092	9.89287
CPS1	16.1677	3.63645	0.104335	0.123071	0.122218	0.13293	1.07338	0.123857	0.290258	1.54088	0.157981	0.211705
CPSF1	9.26503	10.9668	10.4548	10.5907	10.1187	10.9705	11.9618	12.61	11.8418	11.7562	11.7459	10.9226
CPSF2	7.21834	7.91638	7.47757	6.99284	7.0019	6.9921	6.73762	7.36164	7.77756	7.32216	9.27515	7.85077
CPSF3	15.8351	17.2409	17.0703	17.0685	16.692	15.6646	16.9459	20.5054	17.9812	17.656	18.7337	17.6081
CPSF3L	7.44375	7.92994	7.27935	8.98669	8.55629	7.62396	9.96674	9.33574	9.0165	7.30717	8.84203	7.43526
CPSF4	4.58137	4.81273	7.11779	7.41474	6.73635	6.93792	9.34087	9.7226	7.4487	7.21898	6.88533	6.84877
CPSF4L	0.150719	0.122664	0.241663	0.115108	0.082413	0.476554	0.377892	0.153491	0.135658	0.273821	0.131266	0.248668
CPSF6	11.7614	13.0118	13.7948	11.1173	15.4472	14.9034	14.969	12.1745	13.501	15.1042	17.3194	16.1673
CPSF7	16.9669	19.302	21.3092	17.6621	20.6104	21.6066	23.4514	22.3591	20.1491	21.109	21.3896	20.447
CPT1A	9.24336	8.89817	9.17366	9.98688	8.27413	9.00443	9.07837	7.34239	8.55824	8.85942	7.17789	8.63835
CPT1B	0.545248	0.607675	0.865762	0.539142	0.637049	0.689411	0.966205	0.81725	0.456722	0.793453	0.685732	0.917044
CPT1C	23.3284	25.9135	26.4731	25.2683	26.3239	25.7151	29.6013	32.341	28.1098	23.6637	28.3856	26.0723
CPT2	6.56698	4.74557	4.74165	5.50764	4.6076	4.79987	5.27599	6.1992	4.83978	4.91425	4.93032	4.42008
CPTP	8.78254	10.3778	9.2689	11.0721	8.58394	7.92091	8.33653	11.2458	10.3262	10.143	11.4527	8.51341
CPVL	0.0894719	0.0637718	0.0174724	0.0404148	0.0330132	0.0477052	0.138284	0.0997274	0.0141302	0.118019	0	0.0886399
CPXCR1	0	0	0	0	0	0	0	0	0	0	0	0
CPXM1	2.18419	2.31496	3.10329	4.46554	2.37776	2.27219	2.85984	3.44995	3.0247	3.626	2.63351	2.84955
CPXM2	0.590035	0.445301	0.494832	0.779984	0.704388	0.376296	0.607961	0.680889	0.619456	0.661294	0.442754	0.525608
CPZ	0.116609	0.0519476	0.011387	0.0724268	0.0215141	0	0.015019	0.129978	0.0184177	0.0170905	0.0169038	0.0247556
CR1L	11.3869	9.30224	8.17784	9.38603	10.7516	8.89984	10.1667	9.08852	7.92133	8.00928	9.85362	9.57579
CR2	0.0572092	0.0203886	0.0297948	0.0473773	0.0281465	0.0881229	0.0663157	0.0297583	0.0271076	0.0558981	0.0221149	0.0350863
CRABP1	1.16317	2.52178	1.36302	1.37923	6.86727	1.51607	3.90643	2.98199	1.25539	1.33541	1.26461	2.19499
CRABP2	0.964162	0.533196	0.519456	4.73071	1.90154	0.443184	2.31235	2.26057	1.05023	3.80075	1.54224	0.705819
CRACR2A	0.285247	0.346562	0.481125	0.57104	0.669802	0.460892	0.350691	0.462469	0.61436	0.741114	0.63904	0.477113
CRACR2B	1.34884	0.658444	1.04086	1.32188	1.00115	0.814427	1.22208	1.0196	0.945219	0.874833	0.76651	0.778969
CRADD	3.62587	3.78312	3.58728	4.24729	3.35949	3.13741	3.41035	4.83922	3.99372	3.83412	3.86138	3.88254
CRAMP1L	3.1604	3.9505	4.09494	3.31103	3.57645	4.36855	4.2277	3.21578	4.15642	4.76082	3.96218	4.20278
CRAT	9.20402	8.01533	8.33629	8.99513	9.08085	8.80628	11.1114	9.38748	8.58153	8.32381	7.79684	7.96837
CRB1	0.870805	1.46551	1.0244	0.848244	1.25429	0.972981	0.957603	0.743586	1.36734	1.30986	1.36198	1.31173
CRB2	1.97095	1.24015	1.60207	1.38744	1.35936	0.920296	1.77841	1.12535	1.34545	1.74082	1.06536	1.63903
CRB3	0.411873	0.129517	0.236587	0.10944	0.290548	0.129183	0.124819	0.216043	0.306131	0.213053	0.333648	0.0857243
CRBN	19.6552	21.6913	21.7074	21.0199	22.1185	20.8277	18.2094	19.9802	22.3494	22.5732	25.0625	21.208
CRCP	18.1608	15.0469	16.8821	16.9161	17.6755	14.2004	16.5186	20.6683	15.0598	14.7339	17.6429	16.1319
CRCT1	0.0453024	0.040363	0	0.0511594	0	0	0	0.050496	0.0357763	0	0	0
CREB1	6.42615	6.1541	5.49413	5.27049	7.28621	6.50338	6.13185	4.41097	5.6542	6.79755	7.80419	7.06194
CREB3	24.5212	26.5919	26.2925	28.0213	24.6532	21.4798	25.5629	33.0817	27.5644	24.8196	28.0934	23.6722
CREB3L1	2.18785	2.83985	2.12561	1.99412	2.2539	1.66793	2.91803	1.91875	2.39435	1.97765	1.8031	2.42845
CREB3L2	2.0613	2.76139	2.05601	2.14074	3.01528	2.71502	2.06229	1.2883	2.3662	2.73517	2.6786	2.96425
CREB3L3	2.31871	0.875546	0.20486	0.155862	0.183341	0.0686856	0.24176	0.356911	0.26159	0.396475	0.152055	0.171897
CREB3L4	0.242858	0.151721	0.296768	0.21543	0.125666	0.324405	0.285126	0.216172	0.262105	0.252274	0.185132	0.247274
CREB5	0.429652	1.07951	0.855902	0.33964	0.57867	1.05382	0.625322	0.354392	0.956841	1.06421	0.778535	0.656736
CREBBP	5.15585	6.63782	5.46628	4.64201	6.12958	7.4563	5.64351	3.87437	5.35877	7.21431	7.35129	7.9403
