Genes	0	4	8	12	16	20	24	28	32	36	40	44	48	52	56	60	64	68
EFR3A	16.3274	18.2523	17.914	16.7206	17.9358	17.4775	13.5433	13.1102	18.0207	18.0497	20.8831	17.8573	15.5745	15.3976	16.4047	15.6279	18.0904	17.0597
EFR3B	30.3921	31.6367	29.1892	29.2786	32.7862	33.447	29.27	28.5191	32.8418	33.3124	35.4169	33.0269	29.7011	31.4942	29.8794	31.8068	32.8285	32.1402
EFS	5.77935	6.02865	6.48116	6.83019	5.98446	6.18854	7.98288	6.20669	5.82739	6.82916	5.39771	6.61878	6.62134	7.51723	6.58125	4.97045	6.07978	6.03611
EFTUD1	3.25879	3.72072	3.74872	3.59753	3.80911	3.37462	3.6167	3.76087	4.06946	3.46371	4.33344	3.52116	3.36292	4.15453	3.21483	3.49872	3.94008	3.78151
EFTUD2	20.3048	20.8613	18.8261	20.0108	20.7544	18.4023	20.2388	23.2048	20.9392	20.3286	23.6025	19.8071	18.9304	22.6989	17.8514	20.0178	20.4084	19.2568
EGF	0.171047	0.300313	0.324233	0.198842	0.21812	0.442602	0.246223	0.213086	0.317834	0.213825	0.295354	0.220723	0.306427	0.319819	0.30907	0.391033	0.30901	0.194149
EGFBP2	0	0.0311624	0	0	0	0	0	0	0	0	0.0253507	0	0	0	0	0	0	0
EGFEM1	1.59855	2.39657	2.14116	2.08956	2.2582	2.09611	1.80906	1.72607	2.68721	1.80733	2.10784	2.32431	1.8951	1.99361	1.87623	1.54225	2.14776	2.29444
EGFL6	1.71865	1.98982	2.80909	2.63623	2.17043	2.03369	1.94724	1.49566	2.03951	1.89927	1.5188	2.20478	2.06697	1.78563	2.76372	1.62356	2.08263	1.88066
EGFL7	17.6079	17.5909	16.5278	20.335	16.0372	13.7179	18.2636	22.9388	14.7708	15.5837	15.4448	15.5407	15.5858	18.7515	16.8121	12.1952	15.9023	12.9223
EGFL8	0.874054	0.930178	1.11432	1.16527	1.18706	0.733594	1.845	1.70495	1.47639	0.765062	1.28463	1.27141	1.04657	1.43943	1.30843	1.0103	1.06811	0.631921
EGFLAM	0.762821	0.768842	0.580211	0.894902	1.04711	0.422663	0.670252	0.704131	0.971475	0.719591	0.810537	0.933665	0.552698	0.808344	0.900581	0.713369	0.749862	0.709734
EGFR	4.28955	2.885	2.34365	2.32069	2.73791	2.63801	2.57109	1.42195	2.13055	2.4624	2.10371	2.57025	2.38058	1.85743	3.17059	2.23534	2.37842	2.88009
EGLN1	25.5857	21.7011	24.1083	27.1666	24.3476	21.8845	26.1336	18.7381	22.9807	21.785	20.9515	22.1217	21.5821	20.4159	26.1033	23.6168	22.0225	22.4672
EGLN2	40.1353	33.4799	31.1089	38.7967	38.1709	32.7609	38.3736	34.7292	35.0787	30.0306	34.3643	32.9618	32.9398	32.8574	34.4143	31.0282	36.6898	31.3857
EGLN3	1.62403	1.4883	1.52244	1.66107	1.6608	1.49271	1.88852	1.53092	1.1213	1.59134	1.60086	1.49074	1.60881	1.33901	1.84043	1.74867	2.07981	1.19935
EGR1	7.1476	5.78416	3.55231	4.9342	8.72505	5.52768	10.0658	7.5749	9.84333	5.2437	5.35446	3.80765	6.84771	5.2711	5.97173	14.5128	5.38868	6.04894
EGR2	0.0747527	0.0222007	0.0405537	0.0515882	0.237524	0.0959552	0.208606	0.0462902	0.0524744	0.0426064	0.108362	0.0293883	0.179015	0.0296641	0.0537131	0.176071	0.0827313	0.0596353
EGR3	1.44641	0.78516	0.672273	1.51381	3.27114	1.1604	4.3979	1.57758	0.926665	0.521912	0.738202	0.694475	1.43368	0.875314	2.46412	7.93269	1.25542	1.85595
EGR4	0.932614	0.571938	0.85157	0.656533	1.18434	0.602754	1.84858	1.01253	0.698245	0.505916	0.579397	0.557115	0.817186	0.527738	0.744099	2.39636	0.723849	1.19573
EHBP1	9.67707	10.9176	9.82374	9.64735	10.2103	11.2855	9.65811	10.2696	11.1232	11.0551	13.7883	11.3751	10.1578	10.6933	8.91428	10.244	11.4609	10.841
EHBP1L1	7.46828	6.70676	6.89648	7.19702	7.26086	5.56246	8.087	8.25306	7.14203	6.76752	7.37922	7.80264	7.00112	8.5354	6.19332	6.15773	7.18011	6.26835
EHD1	11.9564	11.5857	10.7283	13.4022	11.3067	10.4885	12.2661	12.6578	11.5946	10.5559	11.9975	10.0192	9.99932	12.093	10.6215	11.9745	11.5029	10.7031
EHD2	2.00057	2.06878	1.56129	2.45882	2.13455	1.29947	2.18863	1.83587	1.87176	2.14901	2.00324	1.6147	1.77682	2.22097	2.17356	2.01857	2.60756	1.89644
EHD3	22.1223	26.3139	23.0994	24.2855	22.9723	23.0206	19.7161	25.1836	25.4826	23.9817	28.9667	21.9563	19.7915	24.8118	21.4551	23.1151	26.2001	21.254
EHD4	6.40239	6.82722	6.30825	7.01867	6.39775	5.77922	5.7324	7.48957	6.83056	7.01915	8.00209	6.47238	5.27744	6.93951	6.11661	5.2868	6.82669	5.49399
EHF	0.00547668	0.0292773	0.0320882	0.00927709	0.0202087	0.0389357	0.0246884	0.0183136	0.00432504	0.0280936	0.0516038	0.0348802	0.0153963	0.0234717	0.0531256	0.042999	0.0409132	0.0245763
EHHADH	4.03709	2.27902	1.67586	1.45354	1.46253	1.51785	1.90515	1.66697	1.42629	1.61097	1.42751	1.52674	1.49332	1.54107	1.73521	1.8543	1.56018	1.35688
EHMT1	4.41391	5.21451	5.25453	4.69391	5.29304	5.25562	6.1242	5.34015	5.24708	5.88927	5.40526	5.37485	5.369	5.88752	4.85296	5.74143	5.15463	5.23156
EHMT2	47.6659	41.6451	47.5669	51.2248	49.7893	46.373	51.7791	38.741	44.6198	44.4519	45.8533	44.5338	46.3026	42.3241	48.1343	45.573	48.5608	45.3614
EI24	46.0352	39.9197	42.8299	45.1558	42.3465	38.9452	45.9291	44.1897	38.7093	39.8875	40.6608	39.4887	40.8123	44.0185	38.3915	41.6397	42.8327	39.5614
EID1	85.8842	87.4802	87.7464	87.2004	76.7114	70.0113	79.0112	96.4408	90.1048	82.3249	87.7605	79.7622	75.6452	87.679	77.0884	67.6227	81.8165	82.1953
EID2	23.7203	22.8573	22.4159	21.2784	19.7445	17.1885	22.5301	30.9173	19.7899	20.2173	22.4921	20.7415	18.5232	24.3825	16.8608	17.1383	20.0948	18.8661
EID2B	13.966	12.6183	12.6992	11.8258	12.9502	11.6763	12.1695	12.5251	11.8375	12.4011	14.0563	14.6454	12.6126	11.3936	11.5654	9.69899	12.3648	11.653
EID3	0	0.0559793	0.102256	0.0236509	0	0.0558349	0.0269744	0.0466884	0.165393	0.0460424	0.121438	0.177846	0.0588765	0.149596	0	0.131545	0.0347679	0.169167
EIF1	293.564	282.728	280.632	320.866	303.755	247.759	302.087	369.247	294.931	263.779	278.337	261.851	261.856	311.306	266.638	283.743	287.854	270.559
EIF1A	20.2168	21.1674	21.1451	20.9217	20.1019	17.9646	17.4194	21.1966	20.1284	20.5916	22.3826	19.5552	17.023	20.8374	17.7129	17.2433	21.384	18.4814
EIF1AD	7.82145	7.98868	8.67653	7.98027	6.9535	6.81564	7.01385	8.79716	8.74508	7.43927	7.37267	6.93292	6.19955	8.58285	7.27259	7.77151	8.19093	6.28314
EIF1AX	55.518	55.6871	54.6205	48.297	57.7458	54.4047	43.2212	39.7434	58.2896	54.2065	60.5104	58.5797	48.1222	46.6354	55.9019	52.6687	51.4009	59.9474
EIF1B	93.1818	92.8216	100.466	103.232	99.6072	80.1842	95.1937	117.281	88.6535	92.7265	100.438	90.9434	87.3796	98.2397	86.1652	76.5731	97.1666	86.1047
EIF2A	15.734	17.5914	17.3759	16.3761	15.1613	14.6931	15.7703	18.2094	17.072	16.2673	15.6131	14.4372	13.2552	17.312	15.4703	15.6996	14.9244	14.9766
EIF2AK1	19.532	22.2733	19.2625	20.771	21.5858	19.8211	20.656	22.0196	20.6532	19.9746	23.0725	21.8063	18.8299	22.1148	18.0534	20.0308	22.3998	19.8873
EIF2AK2	2.33987	1.94114	2.00811	2.24069	2.13799	1.78056	2.05089	1.7532	1.75567	2.73291	1.67581	1.91146	1.82807	2.05247	2.59982	2.34765	2.01141	1.82566
EIF2AK3	4.61144	5.40687	5.56114	5.09312	5.74093	4.51071	4.60925	4.93188	5.64387	5.38188	6.22057	5.11401	5.14154	5.62331	5.47652	5.19201	5.24097	4.69917
EIF2AK4	3.45453	4.25641	4.7849	4.19512	4.27272	4.66002	4.84185	4.55072	4.52454	5.16152	4.65264	4.96583	4.95407	5.2561	4.17547	4.70038	4.28879	4.74088
EIF2B1	9.76443	10.0455	10.6477	10.7426	10.4375	8.15931	10.6566	13.5863	11.3209	9.53418	10.4863	9.67562	8.30582	10.0314	8.61076	9.23705	10.8213	9.15586
EIF2B2	17.4078	16.3481	17.6388	19.4401	18.1045	15.8282	19.4451	22.8683	17.476	16.4876	17.8541	15.8502	15.4937	19.0595	14.9411	15.5011	19.289	16.4527
EIF2B3	8.69267	10.4256	9.3282	10.7301	7.11976	6.85769	7.35212	12.9454	10.6382	9.22169	9.48102	7.30767	7.40361	10.4171	8.32641	8.27536	9.43267	7.59316
EIF2B4	10.1945	9.91931	11.5511	13.0256	11.3105	9.80105	11.8282	15.2233	12.7918	10.5639	11.8814	10.2455	9.66998	12.653	11.3037	12.7396	11.2182	9.74771
EIF2B5	19.8228	20.6862	19.0809	23.6195	19.2852	18.8557	22.2205	24.6289	20.7083	20.1668	20.9293	20.6342	17.2683	22.4514	19.5358	18.9718	20.9885	18.5174
EIF2D	6.81424	8.17676	8.46472	8.90227	7.60404	8.42118	9.02113	10.0707	9.79291	9.62078	8.48009	8.35979	9.28861	9.95817	8.0099	9.27223	8.68518	7.68521
EIF2S1	12.4518	12.6463	11.4909	11.3081	12.4193	10.8167	11.1642	12.813	11.6576	11.1823	12.8358	12.0147	11.027	11.7219	11.4005	11.0036	12.5822	12.1246
EIF2S2	29.4453	30.3342	32.5285	33.5327	29.6564	27.536	27.0837	36.0775	31.7921	28.6709	30.7994	28.1718	27.5367	31.2898	28.0199	26.7386	29.217	28.3176
EIF2S3X	45.6294	51.7792	46.4828	51.0275	44.4113	46.4318	40.9337	47.7945	48.4633	48.4265	51.4722	46.1022	40.803	48.0932	45.9453	43.8464	47.3392	43.1044
EIF2S3Y	8.65435	10.2592	12.9344	11.7113	12.9766	13.4786	15.0196	13.9629	13.3679	11.8456	10.5041	10.7538	14.1166	13.6942	12.4423	14.4188	10.0326	12.2037
EIF3A	36.3792	37.6863	34.9894	33.2125	37.0607	35.7103	33.8988	35.3951	35.6553	37.4369	44.2324	38.1236	36.0715	35.9513	32.8952	34.92	37.8814	36.0398
EIF3B	32.4558	32.1276	28.6449	33.4874	32.3298	29.7206	35.3058	38.2219	30.0766	30.1057	34.892	30.7172	29.5423	34.4453	28.1981	29.1195	33.2321	28.9275
EIF3C	52.9945	59.0434	51.7329	56.2724	52.6078	51.6763	51.44	63.5946	56.5271	53.1879	65.3875	53.8345	45.0617	62.2738	48.4786	52.4129	55.8808	51.4743
EIF3D	40.8332	40.9167	39.3085	45.5876	38.3141	34.492	38.4294	52.3895	43.2333	40.3349	45.3995	36.4913	32.0297	44.4814	36.8691	35.4957	40.6007	34.8343
EIF3E	47.5617	52.6326	54.8797	57.9081	49.796	42.2208	45.7554	56.1406	52.1552	49.0273	47.2942	47.478	43.0856	48.6242	51.1329	43.1649	47.2343	47.6435
EIF3F	88.2795	84.2241	89.5858	113.952	85.7213	77.2902	93.8457	101.392	91.5696	81.011	77.5403	80.3041	73.3587	90.9219	93.6074	74.4963	81.4264	79.7212
EIF3G	54.7214	59.5868	55.993	59.5331	47.9411	45.59	54.2709	70.7337	60.8761	51.6921	55.9301	48.6316	47.8231	59.7377	50.4552	44.8514	52.563	47.2174
EIF3H	124.257	116.445	121.14	142.266	115.436	106.043	114.13	134.186	116.67	109.433	108.482	110.742	107.179	116.123	121.504	96.1263	114.07	111.742
EIF3I	91.9703	88.4625	90.3327	107.878	86.7467	75.0696	85.0897	108.795	87.5919	80.3457	80.5211	81.2139	77.0085	91.1372	90.0581	71.3077	89.356	78.6978
EIF3J1	0.0685352	0.0465207	0.06824	0.0294503	0.0710729	0.0401818	0.0310397	0.101325	0.0334277	0.0515848	5.96407	6.21864	0.0450206	0.049222	0.0531638	6.82443	0.0388777	0.0667827
EIF3J2	20.0919	18.8153	18.4701	19.517	20.927	19.7257	19.6883	19.5628	19.6769	18.2079	14.5142	13.1188	19.5687	18.8268	16.9982	11.0919	20.367	19.8298
EIF3K	122.231	114.559	120.934	135.1	116.148	102.846	117.919	145.193	118.919	102.234	112.769	99.3813	98.9104	119.121	114.681	94.2314	113.897	106.607
EIF3L	30.0368	30.5676	31.9748	33.8817	29.6161	26.5961	31.1176	34.6023	30.9508	29.6674	31.897	28.4948	26.7701	34.5147	30.3508	28.9231	30.1375	27.5681
EIF3M	56.4454	57.6043	62.4541	69.4316	59.1443	49.4619	54.9742	71.489	59.4052	56.9866	55.9401	55.2687	51.5241	63.0641	55.2145	50.7967	57.3616	56.2901
EIF4A1	113.723	110.987	100.059	118.022	107.375	93.5701	107.431	134.675	117.449	103.221	112.13	97.1739	93.8478	116.868	95.7261	106.627	112.252	100.778
EIF4A2	330.314	356.492	365.338	372.424	336.014	304.79	291.651	374.599	346.729	329.071	354.242	337.696	303.27	333.761	329.673	292.451	345.425	320.161
EIF4A3	27.5673	29.3176	27.7588	31.1623	27.0494	22.6788	27.5125	35.1697	29.9705	27.4491	29.4414	25.226	23.4345	31.3257	26.0477	25.39	26.0688	24.1999
EIF4B	59.185	67.3483	66.059	65.3018	56.2423	58.8114	57.0241	68.5593	62.888	66.9367	71.3018	59.8136	54.1786	66.9	61.0365	58.2635	64.1349	58.4201
EIF4E	41.4758	42.2949	40.259	40.513	39.6672	36.9954	37.7127	43.1187	39.6866	39.9333	43.1841	39.7198	37.542	40.4352	36.7559	35.751	42.5664	39.2917
EIF4E1B	0	0.0128901	0	0	0	0.0266137	0.00964275	0	0.0114253	0	0	0	0	0.0213915	0	0	0	0
EIF4E2	15.5087	15.1223	13.7238	13.8946	15.6158	14.0358	15.5522	16.3954	16.041	14.5865	16.9962	14.3513	14.911	16.1592	14.014	14.0178	15.9144	15.008
EIF4E3	4.02475	3.81613	4.27956	3.95591	4.69369	3.85045	4.47341	4.57477	4.30853	4.12914	4.46577	4.09989	4.70275	4.51458	3.69528	5.15734	4.71828	4.42379
EIF4EBP1	2.23077	1.00702	1.62651	1.44433	1.07009	0.898696	1.49405	1.62452	1.52679	1.1988	0.862331	1.24184	1.25424	1.14727	1.3785	1.58797	1.20974	1.33473
EIF4EBP2	12.945	11.9607	9.51968	10.5004	14.2602	13.8407	12.3689	6.89871	9.74102	11.7859	13.6579	13.1188	12.7159	10.4192	12.5273	12.1254	12.6745	12.1526
EIF4EBP3	1.92419	1.49738	2.8066	2.90187	1.77504	1.68833	4.07824	4.56106	2.07739	3.35561	1.50059	1.82704	3.12693	3.68837	1.73265	2.81112	2.38565	2.75436
EIF4ENIF1	10.7044	11.9449	11.1545	10.8237	10.8838	10.9145	10.9116	11.0047	12.3924	11.6204	12.8703	11.2758	11.0211	12.4469	10.5748	11.6773	11.3815	11.308
EIF4G1	42.938	46.3108	40.3517	39.8655	44.8131	43.459	41.7438	41.433	42.9942	43.9403	56.2014	46.5295	41.5103	44.7827	38.2082	42.6776	45.9621	44.5399
EIF4G2	77.5186	77.5625	72.687	74.0089	82.4248	76.7955	74.9751	69.7068	77.7479	75.2073	85.9625	75.9085	75.432	74.9248	69.7467	77.0227	83.6767	77.4229
EIF4G3	23.6002	28.6291	25.3536	22.291	24.0528	26.256	24.7278	27.0844	27.6828	27.5769	32.5614	27.864	26.8845	29.8563	23.3856	27.7574	26.3256	26.4532
EIF4H	136.118	138.692	127.31	138.265	128.553	115.849	131.259	161.711	138.219	122.6	136.506	119.864	117.985	144.37	126.203	118.564	131.386	125.695
EIF5	68.8486	70.86	69.2534	67.0394	65.0243	64.8433	63.0648	65.2103	67.7219	67.8759	68.0794	69.0456	61.6363	68.8607	64.6604	61.5875	67.0827	62.3187
EIF5A	193.537	185.499	176.039	195.726	167.519	154.041	170.455	218.861	189.99	152.566	174.192	152.668	151.421	176.617	170.523	152.932	180.152	153.94
EIF5A2	14.9531	18.0023	16.7739	15.4413	16.6843	18.381	12.3466	12.1033	20.977	17.1237	20.6429	15.9197	14.5008	14.2993	17.3282	17.3773	17.6568	16.5027
EIF5B	9.96867	10.41	9.91701	10.5698	9.18208	9.22319	9.94113	12.694	10.891	10.0554	11.0008	9.37309	9.34709	11.4829	9.47729	10.1082	9.84582	9.62583
EIF6	27.5569	28.6338	26.1263	29.2174	25.2072	21.4952	26.4932	33.2989	26.4497	23.5249	27.7638	22.6415	23.067	28.2397	22.7082	21.7197	25.6699	21.6445
ELAC1	13.0732	16.6734	14.9431	13.6647	12.3746	13.458	12.8281	14.2238	14.7293	16.9775	18.0456	16.0682	13.4437	16.4249	13.2154	13.0518	15.2183	13.3026
ELAC2	7.27197	7.43073	7.18806	8.00607	7.6115	7.53813	8.26558	9.27634	8.09056	7.4097	8.40612	7.25608	7.39827	8.5576	7.27183	7.38662	7.61715	7.49311
ELANE	0	0	0	0.0547264	0	0.0287106	0.0416111	0	0	0	0	0	0	0	0.0348214	0	0	0
ELAVL1	13.1458	15.8512	13.735	12.7439	14.7371	15.0141	14.5423	14.39	13.8048	15.4768	17.6947	16.3554	15.0807	15.7482	12.7032	15.221	15.9124	15.611
ELAVL2	25.4892	31.1674	26.5853	28.2318	32.6009	30.6935	20.9409	25.9459	35.5197	31.1407	43.7539	31.2204	28.2776	27.2203	23.8908	28.9618	32.4651	29.6491
ELAVL3	34.01	38.4548	37.1202	38.7047	39.3509	39.3685	36.9601	35.5006	42.2602	36.1038	41.1131	36.1379	40.365	36.8875	35.2081	38.6851	39.5189	38.2419
ELAVL4	21.6027	24.9313	22.557	20.9106	24.5472	26.4879	19.4467	21.0373	25.5254	24.3473	35.1018	25.7649	22.4903	22.2949	19.1218	20.5577	27.7982	24.369
ELDR	0.0480289	0.0582815	0.0166257	0.0192282	0.0457301	0.0605274	0.0548295	0.0569381	0.0126352	0.0469318	0.0246822	0.0120483	0	0.097303	0.0367036	0.104957	0.113071	0.0458455
ELF1	2.09408	1.93102	1.90986	1.92796	1.76591	1.66971	1.98766	1.51839	1.8339	2.17653	1.76093	1.90268	1.94065	1.94324	2.20091	2.11823	2.30317	1.93257
ELF2	4.18674	4.53313	4.82742	4.93515	5.00496	4.39675	4.86044	4.45763	5.07846	5.10588	4.82405	4.84435	4.61692	4.87662	4.03434	4.54421	5.21537	4.86389
ELF3	0.0793975	0	0.0129189	0.0448312	0.0366199	0.0235172	0.0255643	0.0737491	0.0208986	0.0678812	0.0479559	0.0655506	0.0123973	0.0472605	0.0285226	0.110455	0	0.0237505
ELF4	0.324609	0.260295	0.217927	0.33221	0.303191	0.414677	0.38412	0.280413	0.333256	0.404392	0.311744	0.198125	0.391638	0.385478	0.419843	0.340875	0.444579	0.360525
ELF5	0.0478368	0.266393	0.0700708	0.0405167	0.132391	0.0811638	0.16174	0.159657	0.132227	0.0876359	0.0606779	0.129261	0.100863	0.196483	0.196893	0.103288	0.085339	0.16395
ELFN1	8.59819	9.46059	9.51201	11.2889	12.381	15.5961	8.37482	6.91702	5.58868	8.42428	12.3496	7.389	9.91473	7.48991	10.3083	12.3812	12.3403	8.2097
ELFN2	15.1433	14.6885	13.7982	13.8992	17.3088	16.0099	14.5347	7.08285	13.4621	12.838	15.9951	16.0447	15.6238	9.99821	16.433	13.6503	14.4476	17.2634
ELK1	13.4479	10.6015	10.9701	9.09102	13.8345	11.2503	13.9748	8.53383	9.85687	10.352	13.016	15.1574	14.0855	11.1088	9.41913	11.7315	12.7099	13.0782
ELK3	1.85419	1.82853	2.13732	1.94527	2.24984	1.68741	2.3175	2.0468	1.59579	1.8914	1.97786	1.65749	1.87008	1.93461	1.91788	1.69104	1.93002	1.95926
ELK4	2.57146	3.22755	2.62725	2.22832	3.24416	3.34259	2.51591	1.88627	2.79813	3.56533	2.99454	3.71424	3.01672	2.39867	3.40567	3.42543	3.21537	3.85038
ELL	4.27393	5.05597	5.27715	5.50057	5.51383	5.4178	6.40679	5.75748	6.20988	6.04817	5.261	5.23225	5.80988	6.86178	5.24987	6.08629	5.4766	5.70013
ELL2	3.66566	4.64707	4.43709	4.32365	4.21617	3.9079	3.44885	3.76704	5.04891	4.72896	4.28188	4.22763	3.87141	4.08673	4.22339	4.61737	3.93726	3.97653
ELL3	1.81445	1.95109	1.80238	1.78407	1.42851	1.51515	1.79302	2.28399	1.45761	1.51305	1.7346	1.59393	1.2459	2.43568	1.24757	1.58423	1.84366	1.47403
ELMO1	21.0539	27.1304	24.8959	24.3453	28.1981	30.2546	21.8956	31.578	32.8603	25.1408	35.9449	20.3471	23.2296	24.4541	23.4144	33.3055	30.186	27.4157
ELMO2	25.473	23.9991	24.5251	24.5218	23.0451	23.4649	27.7099	25.7717	26.2616	22.0263	24.4141	22.2202	22.6763	25.3438	25.7199	23.6951	24.63	23.7421
ELMO3	1.02768	0.901325	0.870259	0.888543	0.948024	0.727763	1.28227	1.27079	0.830603	0.841351	0.704134	0.772694	0.782454	1.38785	1.04708	1.02749	0.846363	0.720573
ELMOD1	49.899	59.451	59.215	55.3629	56.662	54.8481	55.2968	65.248	46.6129	53.4004	64.9303	52.3446	51.0396	55.4637	52.4946	74.4156	57.0122	48.3343
ELMOD2	4.61164	4.96503	4.99982	4.47864	5.45023	5.06066	5.79234	5.163	4.6337	5.81626	5.74533	5.80727	5.57933	5.48406	4.27452	4.62272	5.36833	4.9466
ELMOD3	9.65196	8.92304	9.85781	10.7419	8.85897	9.11366	9.51422	10.018	9.51362	9.39766	8.44918	9.18572	7.36577	9.62588	7.93953	8.95955	8.61866	8.14043
ELMSAN1	2.98103	3.35038	3.10755	2.79445	3.26187	2.99302	3.20008	1.93141	3.29637	3.57383	3.60779	3.43839	3.37904	2.99853	2.99338	3.6087	3.38804	3.34488
ELN	1.14679	1.98643	2.73395	4.64846	2.06853	1.95854	3.72149	3.1064	2.60057	4.08455	2.25678	2.44366	2.83368	4.03625	3.9774	4.69305	3.89267	1.76522
ELOF1	57.7103	45.8207	48.8389	51.612	46.3629	39.7571	48.3387	53.5345	45.4891	38.7234	41.6513	44.2453	44.191	46.9528	44.9361	33.5875	46.0965	42.7389
ELOVL1	5.55783	5.98221	6.48047	7.9288	6.24493	5.8648	7.73332	7.74666	8.87545	7.24006	5.32882	5.22804	6.58301	7.83207	6.67338	6.72821	6.95872	7.26851
ELOVL2	9.46154	4.10818	4.50877	4.10652	3.53199	3.34086	4.13114	3.58572	4.36363	3.81806	2.70196	3.45487	3.41054	3.21245	4.94933	3.28836	3.13618	4.1892
ELOVL3	13.5258	2.39555	0.0133957	0.0154914	0	0.0731442	0.671396	0.0152905	0.0108333	0.0703685	0.0198856	0.0097075	0.0771286	0	0.0147854	0.0753922	0.0797057	0
ELOVL4	13.9754	16.0789	15.0221	14.4693	15.2375	13.4491	11.7202	15.2458	17.0411	14.8225	17.8388	15.4125	13.1112	14.6319	14.2391	13.5751	15.7542	14.5502
ELOVL5	41.2019	35.5597	36.3141	38.9197	37.4171	34.1154	38.5077	35.4485	33.1636	34.4656	34.0761	33.7232	33.0629	35.8961	36.7717	36.1854	33.6824	35.4684
ELOVL6	13.3772	15.5815	13.2128	12.5233	13.5334	14.5	12.3068	12.0388	14.6638	14.013	15.7174	14.316	14.9836	14.6866	11.8344	12.2786	14.2978	14.6045
ELOVL7	2.03048	3.25753	2.95494	2.62038	2.57348	2.6522	2.53771	2.57543	4.00359	3.14267	2.47715	2.18473	3.31746	3.51545	3.02803	2.96505	2.36464	3.2637
ELP2	30.1067	34.3029	31.3057	31.013	32.406	31.2733	32.114	39.1759	32.9625	33.7538	40.3244	33.2668	29.9668	37.6354	27.2086	29.3503	33.6	31.0978
ELP3	29.6642	31.7808	28.5823	28.8204	27.4116	26.6972	27.0012	35.5646	28.1378	29.7695	35.4161	30.228	26.309	33.3503	26.0395	25.6048	31.4284	27.0135
ELP4	4.46247	5.50153	4.95482	4.56388	4.44861	4.36938	3.92922	4.84941	4.9481	4.94492	4.75665	4.84933	4.20134	4.82496	4.90012	4.24988	4.20298	4.56641
ELP5	33.8175	34.3377	30.2215	36.3922	31.93	29.5526	29.709	37.9394	35.6065	28.7598	33.336	29.4845	29.3107	32.6788	29.4923	31.755	30.8518	29.7013
ELP6	5.27232	5.56655	5.18464	5.23585	5.46734	5.13524	6.32148	7.69344	5.83107	5.94473	5.67393	5.46976	5.19514	6.39424	5.3765	4.76958	5.77014	5.60729
EMB	14.8964	18.5726	17.3538	15.9811	17.4879	15.3712	14.8846	16.5195	15.1283	17.9944	21.1813	16.5507	14.6971	18.3326	16.0862	14.3252	18.6101	14.5104
EMC1	16.3755	20.0402	18.8132	20.8406	18.0059	18.7708	18.991	19.4143	17.8265	21.0332	21.471	20.3308	17.0593	21.2021	19.0913	18.061	20.7748	18.8792
EMC10	84.8878	85.2305	78.5853	87.0292	84.1499	67.2616	86.4325	102.795	78.5788	71.2742	81.8949	74.8943	72.7254	88.6905	77.4371	73.0952	81.6096	72.4384
EMC2	38.8332	36.6901	36.8184	40.0284	35.6802	35.1592	36.8278	42.3967	38.0457	33.633	34.2122	32.1962	33.9417	39.2195	32.8588	34.5566	36.9564	35.051
EMC3	32.4153	28.5893	31.5643	33.9217	31.7029	27.9336	31.165	33.8687	30.3362	27.8622	28.0134	29.167	27.3566	30.0114	29.1501	28.3603	29.048	29.9622
EMC4	79.7703	81.0352	82.6095	88.8309	87.58	72.1416	73.7652	103.049	81.6039	73.241	77.4599	70.1537	68.6272	81.1116	74.6368	74.9394	81.6904	73.8529
EMC6	27.1919	25.4812	26.5761	27.7242	26.5259	21.3695	25.3454	30.4794	26.0693	22.5442	25.1488	22.7627	24.2212	25.3891	23.6832	20.8349	25.82	23.5296
EMC7	82.764	80.8487	88.4032	93.1338	81.0348	69.3904	72.0188	92.2819	83.2968	80.432	81.5386	78.141	71.027	81.9329	82.7549	68.8433	79.0957	72.1316
EMC8	19.0039	17.0824	15.9377	16.9201	15.8695	15.9293	16.2068	16.8559	15.8685	16.9618	16.0172	16.0645	14.9341	17.3113	17.3216	14.8642	16.8061	15.6709
EMC8-1190005I06RIK	0.286508	0.211046	0.78254	0.0717381	0.3563	4.47279e-06	0.255678	0.77568	0.141381	0.459414	0.289213	0.366685	0.223525	2.03474e-06	1.35667	3.68932e-06	0.178295	0.290792
EMC9	30.3979	33.6483	28.8551	33.0646	28.1129	25.5054	28.1714	38.7846	32.0485	28.1842	32.3778	26.5068	27.5454	33.3411	29.354	24.6235	31.7639	24.9622
EMCN	2.45354	2.5666	2.78935	2.96416	3.66121	2.22921	3.7578	2.55114	2.72897	1.75774	3.2838	2.57847	2.1619	1.75255	2.98905	2.05573	2.32533	3.15455
EMD	18.308	19.275	18.714	20.3496	18.2255	17.3964	18.5123	24.1139	18.6579	18.5802	20.4536	17.0685	16.323	21.3095	16.1482	17.0887	19.556	15.988
EME1	1.58798	1.48559	1.52853	1.79969	1.50675	1.27008	1.18334	1.94704	1.74673	1.11382	1.46339	1.34849	1.41367	1.38545	1.29589	1.26458	1.28986	1.3234
EME2	8.82262	8.76348	11.2597	10.0915	8.70283	8.36827	9.50694	12.5603	10.527	10.5237	10.2062	9.21048	9.16792	11.8427	9.05724	9.39588	10.1365	8.04364
EMG1	27.3476	25.3689	28.0191	29.426	27.8368	24.3031	28.8752	30.9725	23.6786	23.4009	23.5432	23.5301	24.3919	28.458	24.0008	23.1314	26.3009	24.1499
